specimen	min_ma	max_ma
t199_1	0.07000125	0.21000375
t109_1	0.28490725	0.85472175
t20_1	0.0490472	0.1471416
t133_1	0.0317998	0.0953994
t341_1	0.16111065	0.48333195
t215_1	0.1744436	0.5233308
t144_1	0.492207141156589	1.89076665884341
t287_1	0.17694655	0.53083965
t152_1	0.0933870411565894	1.49194655884341
t88_1	0.1099544	0.3298632
t226_1	0.09916065	0.29748195
t170_1	0.12525355	0.37576065
t220_1	0.01498905	0.04496715
t337_1	0.307355841156589	1.70591535884341
t70_1	0.1287846	0.3863538
t204_1	0.197275641156589	1.59583515884341
t275_1	0.570437341156589	1.96899685884341
t96_1	0.624820541156589	2.02338005884341
t40_1	1.04642504115659	2.44498455884341
t306_1	2.64885554115659	4.04741505884341
t371_1	6.12921054115659	7.52777005884341
t374_1	6.16373364115659	7.56229315884341
t384_1	5.05147694115659	6.45003645884341
t386_1	4.09881724115659	5.49737675884341
t400_1	3.06107724115659	4.45963675884341
t429_1	2.98663714115659	4.38519665884341
t436_1	2.61238094115659	4.01094045884341
t442_1	2.13731784115659	3.53587735884341
t466_1	1.93775864115659	3.33631815884341
t466_2	1.23763194115659	2.63619145884341
t470_1	1.21705544115659	2.61561495884341
t539_1	0.894821441156589	2.29338095884341
t556_1	1.33295364115659	2.73151315884341
t567_1	1.47032374115659	2.86888325884341
t583_1	0.344952441156589	1.74351195884341
t612_1	0.495972941156589	1.89453245884341
t626_1	0.33177685	0.99533055
t626_2	0.3157382	0.9472146
t632_1	0.28995275	0.86985825
t652_1	1.24651684115659	2.64507635884341
t673_1	0.2880818	0.8642454
