specimen	min_ma	max_ma
t161_1	0.19262595	0.57787785
t333_1	0.10961328798517	1.30638691201483
t129_1	0.04270645	0.12811935
t268_1	0.165808	0.497424
t24_1	0.1658645	0.4975935
t110_1	1.22681948798517	2.42359311201483
t90_1	0.0211177	0.0633531
t125_1	0.14770058798517	1.34447421201483
t206_1	0.41824568798517	1.61501931201483
t323_1	0.04461715	0.13385145
t282_1	0.89670368798517	2.09347731201483
t213_1	0.41728068798517	1.61405431201483
t170_1	0.0480614	0.1441842
t15_1	0.10619245	0.31857735
t291_1	0.46149428798517	1.65826791201483
t318_1	0.34125468798517	1.53802831201483
t319_1	1.12097108798517	2.31774471201483
t40_1	1.21430658798517	2.41108021201483
t180_1	1.96936258798517	3.16613621201483
t417_1	4.10855618798517	5.30532981201483
t442_1	2.62033708798517	3.81711071201483
t498_1	1.92522088798517	3.12199451201483
t513_1	1.37743518798517	2.57420881201483
t516_1	1.13254478798517	2.32931841201483
t525_1	1.80749728798517	3.00427091201483
t535_1	1.41248458798517	2.60925821201483
t544_1	0.99994778798517	2.19672141201483
t545_1	1.04148278798517	2.23825641201483
t580_1	0.97330878798517	2.17008241201483
t589_1	0.50952328798517	1.70629691201483
t592_1	0.55079608798517	1.74756971201483
t614_1	0.42435258798517	1.62112621201483
t626_1	1.18234868798517	2.37912231201483
t663_1	0.27756248798517	1.47433611201483
t670_1	0.16738248798517	1.36415611201483
t717_1	0.1225173	0.3675519
t725_1	0.24411735	0.73235205
